2022-05-17 12:05:407 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 18:05:355 INFO  LoginPage :64 - get the 'LOGOUT' link :[[ChromeDriver: chrome on WINDOWS (ca4467800e4fed90ed2ae0c1af931089)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-17 18:05:233 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 18:05:08 INFO  HomePage :38 - click on 'loginLink' link :[[ChromeDriver: chrome on WINDOWS (6cd9a48fcb21724e5466397093c16159)] -> link text: Log in]
2022-05-17 18:05:573 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :xyp2@gmail.comto email address field
2022-05-17 18:05:681 INFO  LoginPage :44 - enter the 'PASSWORD' :Abc123to password field
2022-05-17 18:05:802 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (6cd9a48fcb21724e5466397093c16159)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 18:05:519 INFO  LoginPage :69 - click on 'LOGOUT' button :[[ChromeDriver: chrome on WINDOWS (6cd9a48fcb21724e5466397093c16159)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-17 18:05:193 INFO  HomePage :33 - get the 'LOGIN LINK' : [[ChromeDriver: chrome on WINDOWS (6cd9a48fcb21724e5466397093c16159)] -> link text: Log in]
2022-05-17 21:05:204 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 21:05:361 INFO  HomePage :38 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (f9e18fdfbdfd7ae8169a7cd49f847480)] -> link text: Log in]
2022-05-17 21:05:996 INFO  LoginPage :59 - get the 'WELCOME' text :[[ChromeDriver: chrome on WINDOWS (f9e18fdfbdfd7ae8169a7cd49f847480)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-17 21:05:41 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 21:05:733 INFO  HomePage :38 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (50069edae3598ab2bcc048e0f07a6961)] -> link text: Log in]
2022-05-17 21:05:571 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :abcd123@gmail.comto email address field
2022-05-17 21:05:665 INFO  LoginPage :44 - enter the 'PASSWORD' :xyz1234to password field
2022-05-17 21:05:760 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (50069edae3598ab2bcc048e0f07a6961)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 21:05:223 INFO  LoginPage :54 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (50069edae3598ab2bcc048e0f07a6961)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 21:05:261 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 21:05:471 INFO  HomePage :38 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (cdbfeee34df8987b3216369d12b96269)] -> link text: Log in]
2022-05-17 21:05:24 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :xyz123@gmail.comto email address field
2022-05-17 21:05:158 INFO  LoginPage :44 - enter the 'PASSWORD' :abc123to password field
2022-05-17 21:05:281 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (cdbfeee34df8987b3216369d12b96269)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 21:05:819 INFO  LoginPage :54 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (cdbfeee34df8987b3216369d12b96269)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 21:05:875 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 21:05:138 INFO  HomePage :38 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (b6ecc4946033bbb0bfd09b9d07326b0c)] -> link text: Log in]
2022-05-17 21:05:81 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :adfafasd@gmail.comto email address field
2022-05-17 21:05:188 INFO  LoginPage :44 - enter the 'PASSWORD' :xyz123to password field
2022-05-17 21:05:332 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (b6ecc4946033bbb0bfd09b9d07326b0c)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 21:05:869 INFO  LoginPage :54 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (b6ecc4946033bbb0bfd09b9d07326b0c)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 21:05:922 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 21:05:388 INFO  HomePage :38 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (04ff301d80f724aff9af9b04f4fe6b8b)] -> link text: Log in]
2022-05-17 21:05:917 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :xyp2@gmail.comto email address field
2022-05-17 21:05:25 INFO  LoginPage :44 - enter the 'PASSWORD' :Abc123to password field
2022-05-17 21:05:177 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (04ff301d80f724aff9af9b04f4fe6b8b)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 21:05:854 INFO  LoginPage :64 - get the 'LOGOUT' link :Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'
2022-05-17 21:05:131 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 21:05:583 INFO  HomePage :38 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (cacf0f814b05e6a58ea9407c48847479)] -> link text: Log in]
2022-05-17 21:05:528 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :xyp2@gmail.comto email address field
2022-05-17 21:05:596 INFO  LoginPage :44 - enter the 'PASSWORD' :Abc123to password field
2022-05-17 21:05:665 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (cacf0f814b05e6a58ea9407c48847479)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 21:05:64 INFO  LoginPage :69 - click on 'LOGOUT' button :Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'
2022-05-17 21:05:497 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 21:05:704 INFO  HomePage :38 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (5bd8b7a7ce4db1e4390f9211777dd283)] -> link text: Log in]
2022-05-17 21:05:157 INFO  LoginPage :59 - get the 'WELCOME' text :[[ChromeDriver: chrome on WINDOWS (5bd8b7a7ce4db1e4390f9211777dd283)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-17 21:05:195 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 21:05:858 INFO  HomePage :38 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (13947986715c082df7ac251fb2c286ad)] -> link text: Log in]
2022-05-17 21:05:337 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :abcd123@gmail.comto email address field
2022-05-17 21:05:459 INFO  LoginPage :44 - enter the 'PASSWORD' :xyz1234to password field
2022-05-17 21:05:558 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (13947986715c082df7ac251fb2c286ad)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 21:05:956 INFO  LoginPage :54 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (13947986715c082df7ac251fb2c286ad)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 21:05:988 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 21:05:954 INFO  HomePage :38 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (5bcec7c74600d670dcd35480f6a3bcc5)] -> link text: Log in]
2022-05-17 21:05:501 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :xyz123@gmail.comto email address field
2022-05-17 21:05:606 INFO  LoginPage :44 - enter the 'PASSWORD' :abc123to password field
2022-05-17 21:05:748 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (5bcec7c74600d670dcd35480f6a3bcc5)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 21:05:256 INFO  LoginPage :54 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (5bcec7c74600d670dcd35480f6a3bcc5)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 21:05:321 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 21:05:684 INFO  HomePage :38 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (2c6a95a93ab4d09cb7f847b31c3cf73b)] -> link text: Log in]
2022-05-17 21:05:264 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :adfafasd@gmail.comto email address field
2022-05-17 21:05:371 INFO  LoginPage :44 - enter the 'PASSWORD' :xyz123to password field
2022-05-17 21:05:528 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (2c6a95a93ab4d09cb7f847b31c3cf73b)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 21:05:996 INFO  LoginPage :54 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (2c6a95a93ab4d09cb7f847b31c3cf73b)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 21:05:40 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 21:05:412 INFO  HomePage :38 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (699bb87775db8a58c850e7d044d74ac8)] -> link text: Log in]
2022-05-17 21:05:931 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :xyp3@gmail.comto email address field
2022-05-17 21:05:57 INFO  LoginPage :44 - enter the 'PASSWORD' :Abc123to password field
2022-05-17 21:05:181 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (699bb87775db8a58c850e7d044d74ac8)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 21:05:925 INFO  LoginPage :64 - get the 'LOGOUT' link :[[ChromeDriver: chrome on WINDOWS (699bb87775db8a58c850e7d044d74ac8)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-17 21:05:996 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 21:05:127 INFO  HomePage :38 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (6dd2553df72a5a42b66bccb50aae97b6)] -> link text: Log in]
2022-05-17 21:05:728 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :xyp3@gmail.comto email address field
2022-05-17 21:05:859 INFO  LoginPage :44 - enter the 'PASSWORD' :Abc123to password field
2022-05-17 21:05:985 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (6dd2553df72a5a42b66bccb50aae97b6)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 21:05:720 INFO  LoginPage :69 - click on 'LOGOUT' button :[[ChromeDriver: chrome on WINDOWS (6dd2553df72a5a42b66bccb50aae97b6)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-17 21:05:535 INFO  HomePage :33 - get the 'LOGIN LINK' : [[ChromeDriver: chrome on WINDOWS (6dd2553df72a5a42b66bccb50aae97b6)] -> link text: Log in]
